program_started : 1563834679017741 : 8538
circBuffer.txt not found!
Starting with clean buffers
generated_message : 1563835348405092
sent_message : 1563835358289346 : 10.0.85.35
sent_message : 1563835358752258 : 10.0.85.35
sent_message : 1563835359132807 : 10.0.85.35
sent_message : 1563835359593024 : 10.0.85.35
sent_message : 1563835360027843 : 10.0.85.35
sent_message : 1563835360418023 : 10.0.85.35
received_rejected_message : 1563835337233386 : 10.0.85.35
sent_message : 1563835388499348 : 10.0.85.36
sent_message : 1563835388940229 : 10.0.85.36
sent_message : 1563835389609487 : 10.0.85.36
sent_message : 1563835390111709 : 10.0.85.36
generated_message : 1563835390432846
sent_message : 1563835391348232 : 10.0.85.36
received_rejected_message : 1563835360448226 : 10.0.85.35
received_rejected_message : 1563835391361035 : 10.0.85.35
sent_message : 1563835420796837 : 10.0.85.37
sent_message : 1563835421261227 : 10.0.85.37
generated_message : 1563835421355287
sent_message : 1563835421689718 : 10.0.85.37
sent_message : 1563835422088255 : 10.0.85.37
sent_message : 1563835422465147 : 10.0.85.37
received_accepted_message : 1563835391372875 : 10.0.85.37
received_accepted_message : 1563835422498960 : 10.0.85.35
received_rejected_message : 1563835422502724 : 10.0.85.37
received_accepted_message : 1563835422505338 : 10.0.85.35
received_rejected_message : 1563835422507866 : 10.0.85.37
received_rejected_message : 1563835422511759 : 10.0.85.35
received_rejected_message : 1563835422526883 : 10.0.85.37
received_rejected_message : 1563835422527918 : 10.0.85.37
received_rejected_message : 1563835422531450 : 10.0.85.37
received_accepted_message : 1563835422532499 : 10.0.85.37
received_accepted_message : 1563835430315249 : 10.0.85.36
received_rejected_message : 1563835430824659 : 10.0.85.36
received_rejected_message : 1563835431808091 : 10.0.85.36
received_rejected_message : 1563835432907738 : 10.0.85.36
received_rejected_message : 1563835433392228 : 10.0.85.36
received_accepted_message : 1563835433955232 : 10.0.85.36
received_accepted_message : 1563835435053215 : 10.0.85.35
received_rejected_message : 1563835435285432 : 10.0.85.35
received_rejected_message : 1563835435516455 : 10.0.85.35
received_rejected_message : 1563835435697032 : 10.0.85.35
received_accepted_message : 1563835436562493 : 10.0.85.35
generated_message : 1563835452477887
sent_message : 1563835463297914 : 10.0.85.35
sent_message : 1563835463765509 : 10.0.85.35
sent_message : 1563835464161310 : 10.0.85.35
sent_message : 1563835464561458 : 10.0.85.35
sent_message : 1563835465987864 : 10.0.85.35
